Tweet,Suicide
yes it is,Not Suicide post
i love you,Not Suicide post
my mrs is always telling me off for this sit and enjoy the moment instead of trying to take photos of it,Not Suicide post
wait i take this back i fucking hate living in markham and i want to actually kill myself damn,Potential Suicide post
a but he s still a cutie,Not Suicide post
cute,Not Suicide post
life s so short man i couldnt stress enough how important it is for you to live your love with peace and good energy,Not Suicide post
awesome time tonight i knew you would check twitter before bed ha ha,Not Suicide post
i like the sound of my new job title inventory manager,Not Suicide post
rt i fucking beg you just leave me here to die i deserve it,Potential Suicide post
rt patient i hate myself and i want to die,Potential Suicide post
the worst part is i tire easily and i love napping fortunately i do not get tired until after work,Potential Suicide post
when chelsea brings me chocolate and diet coke i am happy again,Not Suicide post
i think she was merely directing the comment at you because she thought you might want to know,Not Suicide post
i do not want all this,Not Suicide post
sometimes you will never know how bad you fucked up until one day you wake up with nothing,Potential Suicide post
rt liberals say conservatives are evil nothing s further from the truth we believe in live and let live libs think that big,Potential Suicide post
utah want to take that perfect selfie here s what you should be looking for in your phone camera,Potential Suicide post
another year has passed and i am still alone sad and suffering will i ever live with dignity or will,Potential Suicide post
i just want to remind y all that without iris barry allen would be dead right now but she s useless right,Potential Suicide post
i feel better today got some sleep and its not raining so can take the beasts out,Not Suicide post
during revamp and shortly after they re out of now and in real trouble but i am going to be good and not bag them publicy,Not Suicide post
i want to be a businessman,Not Suicide post
after effects has frozen and i did not i repeat i did not save my edit i want to actually fucking die it took,Potential Suicide post
oh god sweet nicotine and tar i crave you both so bad today what is wrong with me lol hahaha xx,Not Suicide post
welcome to the jungle,Not Suicide post
chicago il life is hard i never thought i d come onto social media to vent talk about my feelings but man my life sucks i do not want attention but i know this tweet makes it look like i do i am done streaming youtube and just playing games all together just do not wanna be here anymore,Potential Suicide post
i am a 20 year old transgirl who has been on hormones for about 4 months recently i suffered from a depressive episode due to gender dysphoria until about a couple weeks ago i just got a job and i was presenting myself as female and using a female name the only problem is that i still look somewhat masculine so i get stared at constantly and dismissed i cannot connect with any of my coworkers because i look and act strange to them i know i am supposed to wait on these hormones but i am really scared what if they do not work what if i ll get beaten up what if i lose my job due to just being me i want to be happy but its so hard its gotten to the point where all i do is just think about death and hope maybe i will get a do over i just cant take any of this anymore,Potential Suicide post
morning everyone,Not Suicide post
rt today one year ago i lost a neighbour and friend to so here is a quote that got me through my worst times f,Potential Suicide post
9 tails or not if he wanted to kill him he d be dead itachi could ve killed him but he did not want to id,Potential Suicide post
rt congratulations to gorb for graduating middle school we all hope you strive for greatness like you do on cod4,Not Suicide post
i just had to google how to insert microsd into blackberry bold found it though,Not Suicide post
awake hopin my big brother gots time 4 me 2day just a lil bit atleast yay but katelyn might come up to hang with me,Not Suicide post
rt happy birthday to the legendary neil young he turns 73 today,Not Suicide post
rt my name is arya stark i want you to know that the last thing you re ever going to see is a stark smi,Potential Suicide post
oh hell yeah but that list should be made very passionately oops i ment patiently,Not Suicide post
lol yeah they can be loud so depends where your dryer is but they do get rid of the static very sneaky bout the dog lolx,Not Suicide post
somebody just fucking kill me please,Potential Suicide post
too shy for that plus he already stole my brain in my sleep,Not Suicide post
nah you re not unfortunate i do not eat that stuff cause i want to live a few years longer you re one of the smart ones,Not Suicide post
yess i do and i am in boston for a college fair and not school hahaa,Not Suicide post
we do not have tix just going to attend festivities,Not Suicide post
happy birthdaaaaayyy bebe godbless youuu,Not Suicide post
o yes i am for sure am sooo happy that he checked it out again what time onish jaaaaaah lolm,Not Suicide post
downloaded the pollock app i quite like it drew a flower lolz,Not Suicide post
i literally hate myself for reading this damn book,Potential Suicide post
better be adding bouncers back then no way y all are dumb enough to add this big a game change then,Potential Suicide post
rt i swear to move forward or get ahead in life,Not Suicide post
and a following four day week,Not Suicide post
i do not want your guns seriously i am not sure who does,Potential Suicide post
awww you will have to use twitter for company,Not Suicide post
we re coming back on sunday or monday,Not Suicide post
i just realized that in a month i can celebrate my birthday with watching the wolverine movie then wwe raw nice timing,Not Suicide post
in the process of making doll no 2 and it is looking heaps better and cuter,Not Suicide post
manchester england rt i just do not want to be here anymore,Potential Suicide post
i cant wait to get this damn nose job so i can take new selfies cause i hate every single picture of myself includ,Potential Suicide post
the videos commentandsuscribe and follow me cheers x,Not Suicide post
greetings,Not Suicide post
he is a son of one of my friends,Not Suicide post
fand the weather i am in paris let s go have a beautiful day,Not Suicide post
i am such a disgusting disappointment i have gotten visibly fatter my cheeks are puffy and my stomach has actually de,Potential Suicide post
rt i am happy i ain t the same person i was last year,Not Suicide post
almost broke down at class just because the most negative thoughts are kicking in and i am mf tired of living hahahahahahahah,Potential Suicide post
i keep repeating to myself kill yourself kill yourself do it already i am ready to listen to my inner thoughts i have attempted in the past but at the last moment either i live through it just in a hellblaze of pain becoming a even bigger failure or my body stops me my mind screams to do it but sometimes my body just stops me sometimes my body will give up on life and i ll lay there wanting to shed a tear yet i know no one will care so i lay quietly in the darkness for days on end i try to drown out the voices with all i have left music but recently i do not care to listen to all i have to do what has stuck with me for all my life i am ready to listen to the voices i m ready to listen to my inner shouts if only i had easier access to guns my life would be so much harder but i do not instead i have to go out in either a more painfull way i hope others continue to have the will to carry on but sadly i think i lost mine,Potential Suicide post
ouch,Not Suicide post
gonna go cut up some chickeeeen,Not Suicide post
i did not want to think about it,Not Suicide post
cotulla tx lacoste tx rt i just do not want to be here anymore,Potential Suicide post
magic rejuvenation hmm i am thinking triple oxygen mask and a blissage105 hang in there,Not Suicide post
just fuckin kill me,Potential Suicide post
looks like u found all the beer,Not Suicide post
i just want to have a friend or a group of friends that do not leave me out,Potential Suicide post
lol today any woman who can handle 7 kids inspires me,Not Suicide post
,Potential Suicide post
rt i never had to do the most throw shade or hate i can be quiet and bitches still want me dead that is pure hate and i,Potential Suicide post
rt i am actually tired of this it is like living in a home where the troubled deceitful child always wins it is not,Potential Suicide post
good morning the sun is shining and i am going to the beach with a few bff s see later when i am all tan,Not Suicide post
rt patient i hate myself and i want to die,Potential Suicide post
but god does not only want us to be happy he wants us to be good,Not Suicide post
photo eatsleepdraw so weird i like it,Not Suicide post
yo i seriously need to stop being so damn clingy to people like i am so bloody annoying i hate myself,Potential Suicide post
hi thanks for the follow did you finish fob trail,Not Suicide post
i do not want them to come for my account literally the only thing keeping me through the miserable existence that,Potential Suicide post
rt i am such a loving and caring person,Not Suicide post
i d like to be linked on your site,Not Suicide post
wherever the day takes us on route to youlgreave at mo sun is waking up,Not Suicide post
my sleep was disturbed i am looking to end a career today,Not Suicide post
well you do spend enough time there that you may as well subsidize your habit,Not Suicide post
nan,Not Suicide post
tired of living day by day like everything s alright,Potential Suicide post
i just want to protect you,Not Suicide post
we had a visit from our lovely zone head today nice,Not Suicide post
we were tired from the concert so we ate noodles instead after we d eaten emily saw photos that the restaurant has,Potential Suicide post
rt i just found a suicide note i am fine i wrote in april seems like my dates were wrong this year nbc commentators keep,Potential Suicide post
go you,Not Suicide post
fast and furious new model original parts a really good film,Not Suicide post
ecstatic that wal mart now carries sambazon,Not Suicide post
i was assigned to sit next to the most awesome student in my class y hahaha,Not Suicide post
rt congratulations seye for being the latest of the week keep on creating keep on writing and,Not Suicide post
consists of going from failure to failure without loss of enthusiasm winston churchill,Not Suicide post
no doubt the obama fostered hate division chaos and anarchy they are th,Potential Suicide post
i do not wanna be here anymore my parents pressure me too much about getting a job like i am soliciting and such and yet they complain i do not feel comfortable living in my own house anymore all i want is just leave here for good and go to another country,Potential Suicide post
just fucking kill me already i do not want to be here anymore,Potential Suicide post
said he has a job but has time for this shit cant wait to see him next time i go on a maccas run,Potential Suicide post
thinking of a hamsty bank account that is a good idea to save,Not Suicide post
i really like the photo nice interview too,Not Suicide post
i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die,Potential Suicide post
but i know you want to hear about my examinations,Not Suicide post
feeling numb hate my job i hate waking up everyday i feel nothing feel like i am on autopilot i got dumped 3 months ago almost from a 4 year relationship nothing cheers me up anymore my parents are in another state so i just can t go see them whenever i want i don t know if i could actually end it myself but i do dream of other ways like a car hitting me and killing me instantly i sometimes think of just taking a bunch of pills and letting that be it,Potential Suicide post
got a thing for doctor chics,Not Suicide post
i am not okay lol i literally cant explain everything so much has happened i do not wanna be here anymore wtf is even the point i literally cant i want everything to be over i cant breathe right because of how much i am crying i cant do this anymore,Potential Suicide post
i mean my life is miserable so i guess light at the end of the tunnel,Potential Suicide post
thanks david,Not Suicide post
he did not want her to go out with other man,Not Suicide post
cut my wrist and black my eeeeeyes,Potential Suicide post
happieee birthday to our anni,Not Suicide post
hate the fact that i am damn near forced to figure everything out by myself but it must be done,Potential Suicide post
mmm oj scrambled eggs w cheese and toast gilmoregirls too ahhh this day is amazing now if i could only get the dryer to work,Not Suicide post
,Not Suicide post
i am all for the fair tax or bush s deficit back something,Not Suicide post
with mainstream media s reporting and the increasing occurrence of the fail whale you know eventually your friends will catch on,Not Suicide post
seeing eno on thursday brian eno and j peter schwalm like pictures pt 2 ntnet,Not Suicide post
while i am fuckin at it buy a shirt please,Not Suicide post
mega monster munch,Not Suicide post
i can just imagine how much of that howard would want to know,Not Suicide post
god damn vending machines are so depressing standing at them waiting for your sad little snack like some pavlovian bitch happy tuesday,Not Suicide post
i do not want to be here anymore,Potential Suicide post
noticed something interesting about this emoticon vs d totally different emotions only difference is the placement of the eyes,Not Suicide post
may you live every day of your life jonathan swift,Not Suicide post
ok hold on how can these numbers not be correct anymore if the video is two weeks old strength of schedule and record do not change too much in two weeks and if yall do not care about top 4 why are you here won your division overranked to begin with what else you want,Potential Suicide post
rt remembering the legendary former sh on his auspicious birthday,Not Suicide post
i am tired of everything pls so i want to die,Potential Suicide post
the road s not the widest and smoothest but there s some great clear views on the way up if you turn your head to the right,Not Suicide post
now scribes cannot wear their shoes to any press conference thanks to jarnail singh,Not Suicide post
just chillin p i mean holidays nothing to do silence only me haha finally my relaxing time with a book typical for me 3,Not Suicide post
watching this morning and deciding what to do with myself today think i will keep searching for that elusive job,Not Suicide post
rt 2 wins in 2 weeks congratulations machine,Not Suicide post
i am loving you a n d line at the moment and my bank balance is liking it too great style made affordable,Not Suicide post
lucky for me i am going to see that show in ny i hope that you will bring it to europe too in the fall i will be there too,Not Suicide post
i am so tired today i want to lay in a bed full of boys and just have hugs sounds so good probably look even better,Not Suicide post
i have such a nasty habit of comparing myself to other girls damn i hate myself,Potential Suicide post
yea i am tired of living by myself,Potential Suicide post
schnes marketingwort stimulus package,Not Suicide post
totally jst started blasting atr at 10am dude my mom is gonna kill me but who cares,Not Suicide post
graham tx rt i do not want to be here anymore,Potential Suicide post
tim fischer was on to talk about his love for his family and his,Not Suicide post
all i want rn is to get home and take a fucking shower and die,Potential Suicide post
no just did not know if you thought putting stuff on your cat was phobe instead of phile glad kittys like the dome,Not Suicide post
rt i deadass hate my damn psn name i wish i named myself powerpuff234 there is at least one person in every 2 3 games th,Potential Suicide post
hello new follwers,Not Suicide post
oops again its t w i t t e r,Not Suicide post
man i want sancho to succeed here so badly he is a superstar just needs to believe it again,Not Suicide post
thats just the brilliance of tim coming out,Not Suicide post
that is pretty awesome it makes me want a smart car now and a cup of tea,Not Suicide post
rt the indian roller a bird considered auspicious in india,Not Suicide post
it is the same here in new zealand too looking forward to them starting again already have a great night,Not Suicide post
you make me fucking cry every night and you do not even know it,Potential Suicide post
late night gaming with the guys fun times yesterday was a giddy day too 3,Not Suicide post
tonight s the last time i will sport this milla jovovich esque hair will finally have a straight do tomorrow,Not Suicide post
is the top trend i am surprised but i could not have loved it more,Not Suicide post
our plans are coming together nicely i am very happy indeed today,Not Suicide post
is laughing i cant believe flea attacks dougie xx,Not Suicide post
some people tweets a lot thats cool i guess,Not Suicide post
wow i am adding thay to my list of shit to listen to when i want to die,Potential Suicide post
honestly i do not want to be here anymore,Potential Suicide post
my unofficial diagnosis is bipolar schizoaffective disorder it was a nightmare with so much trial and error with all sorts of therapies my medication a cocktail of about 20 pills a day has gotten me to a point where i can function day to day i do not know how i feel right now all i know though is i want it to stop,Potential Suicide post
when i die i want to have a closed casket service at my memorial then i want them to play pop goes the weasel a,Potential Suicide post
celebrating a minor banking triumph that is banking with a b got one to admit it was wrong,Not Suicide post
maybe i hate myself,Potential Suicide post
i am tired of living the regular life,Potential Suicide post
rt i am tired of living like this,Potential Suicide post
glad you enjoyed it,Not Suicide post
to no one i am not fucking okay stop asking me if i am stop asking me what s wrong if i knew then i d fucking sa,Potential Suicide post
hey your stuff s quite good can you get it on itunes,Not Suicide post
if you want to win first you need to understand the game that youre playing,Not Suicide post
my bby is so adorable,Not Suicide post
thanks for helping share the postrank love,Not Suicide post
interesting to note how twitter is like branding the more you tweet the more people follow thanks for the follow alister mark greg,Not Suicide post
we ve got a snorer in the it pro track really it is quite interesting,Not Suicide post
we re both famous,Not Suicide post
my weird dreams are a part of my life now and make me who i am xxxxxxxxx,Not Suicide post
tired of living this lonely life,Potential Suicide post
that is opt in dm invites,Not Suicide post
he i knew that even if i reached my dream it could not be everything i love you i was sick that we could get tir,Potential Suicide post
good morning everyone i hope you have a great start to the day raises cup of coffee,Not Suicide post
he was a very good boy he looks even cuter now if such a thing were possible,Not Suicide post
i want to kill him,Not Suicide post
appreciate and be grateful for every given moment and live your life with love joy,Not Suicide post
i am fucking tired of people s tweet today omg stop treating romance like it revolves around everything you won t d,Potential Suicide post
have a great day back at ya,Not Suicide post
too bad make it a good show,Not Suicide post
the jobs front does not look so bleak today,Not Suicide post
my work schedule for next week makes me want to die i am not ready,Potential Suicide post
ye but i still rather imagine my dad is some american superstar than just a bum it keeps me happy,Not Suicide post
rt congratulations to coach lanter for winning his first career ga,Not Suicide post
rt oh my heart hurts so good i love you babe so bad,Not Suicide post
crawling out of hell i do not want to be here anymore,Potential Suicide post
sbux is exclusively playing rostam and beck i am loving it,Not Suicide post
off work resisting the urge to go home and just fucking sleep forever tbh,Potential Suicide post
follow,Not Suicide post
the fluider an interface the better regardless of the purpose,Not Suicide post
who is i like maotai spirit very much,Not Suicide post
i am really about to kms cause this damn test omg i hate myself for not remembering its today,Potential Suicide post
do u know ur joe is on here now,Not Suicide post
now time for mouse to mouse pad for a long long night ahead this is how you know you love it,Not Suicide post
coooeee how s your day been,Not Suicide post
i do not care how frightening it will be i want to go ahead,Not Suicide post
i like the picture,Not Suicide post
i just rlly cant wait for all old white ppl to fuckijg die out i am so tired of gen x and y and baby boomers liter,Potential Suicide post
home had uni today got results back hd yehhh its been 3 yrs why am i always thinking of the wat ifs,Not Suicide post
can i move out already i am tired of living with this old hag,Potential Suicide post
okay but lets be real why am i really still here i am nothing but an annoying ass useless talentless person can,Potential Suicide post
work two jobs in school gotta car my own apartment a boo life s going good for me right now and i am only 19,Not Suicide post
accidentally her whole rib cage well nearly half of it,Not Suicide post
this is for u the person who feels like they have no one the person who does not see why they should be here anymore,Potential Suicide post
all influencers want to be comedians and all comedians want to be dead,Potential Suicide post
rt cap joross gamboa greets her a happy birthday in her ig live,Not Suicide post
showcase quick vip room on thursday,Not Suicide post
will keep that in mind thank you for the tips,Not Suicide post
because of you reba mcentire and kelly clarkson,Not Suicide post
rt homophobic parents spew their bigotry and be wondering why they end up with dead ass kids keep acting stupid if y all,Potential Suicide post
casual tuesday again for train bf he sat next to me today this has to mean i am going to have a good day,Not Suicide post
welcome to twitter,Not Suicide post
you have come to the right place i own an office interiors company how big would you like your desk,Not Suicide post
i work hard every day of my life i work til i ache in my bones at the end,Potential Suicide post
going to the toilet cause i have to take a leak for over an hour now,Not Suicide post
rt it is okay to be proud of your progress even if you re not exactly where you want to be you re getting there,Not Suicide post
so cut my wrist and black my eyes,Potential Suicide post
rt i am in desperate need of a kidney transplant and need a matching live donor i am actually at the end of the road now so need on,Potential Suicide post
rt 1111 of 80 decimated 7 died from stress 48 captured forever lost defenseless,Potential Suicide post
millwall v blackburn travel purchased for live on sky sports selection cant wait to go to the game with value,Potential Suicide post
rt happy birthday to my ride or die i hope you have the best 21st birthday ever i love you so much hope you love this it wa,Not Suicide post
morning just watching 90210 from last night waiting for a text from my friend,Not Suicide post
no one should ever be driven to the point of suicide especially not by those you have done nothing but cared for,Not Suicide post
sooo cool thanks so much our stuff just shipped so i should have soon your the best,Not Suicide post
me oh my god i want to fuckin die i hate myself i am so lonely,Potential Suicide post
oh yeah i forgot what colour dress should i get for the ball the theme is las vegas please reply,Not Suicide post
good morning feeling happier today,Not Suicide post
would i strive for anything but perfection come on i thought you knew me better than that,Not Suicide post
i fucking get it that i am almost done with the semester but i feel like it is too much shit i have to do i feel lik,Potential Suicide post
if you want us to believe you want to be an american it would make sense to learn english in less than 20 years ot,Potential Suicide post
was that reply to me or yourself xd i wouldn t say you make many mistakes,Not Suicide post
i basically just feel like a prisoner in my own life i just feel like i do not have any strenghth left to get up go outside on a regular basis or finding anything that makes me happy i am just totaly dead inside and fake to be happy,Potential Suicide post
and you can tell me that you re sorry but i do not believe you baby like i did before you re not sorry,Not Suicide post
after effects has frozen and i did not i repeat i did not save my edit i want to actually fucking die it took,Potential Suicide post
welcome bro,Not Suicide post
oh we have antiques roadshow it is strangely addictive it is kind of funny when people find out their junk is worthless,Not Suicide post
i think i have run out of jack bauer jokes or paul o connell ones too,Not Suicide post
ooo i remember this one picnic on the top of sennen with your burnt sausages,Not Suicide post
when will pidgin integrate otr encryption as a standard component like adium does i will really appreciate that,Not Suicide post
disneyland was great got to go and pick up the kitties in a minute,Not Suicide post
narrated by dave smalley my hero this cannot go wrong,Not Suicide post
the only thing keeping me alive is gone i guess i could as well kill myself now,Potential Suicide post
badlands smash manor i guess,Potential Suicide post
my idea of hell would be if there were a heaven i mean i really want to be dead one time,Potential Suicide post
we know we do not have a queen,Not Suicide post
aj really not wwe champ anymore i want to die,Potential Suicide post
rt please somebody come fucking kill me i am so in love,Potential Suicide post
ohhhhh um i hope mine comes sooooooooooooooooooon does it look goog give it ere lemme hav a look,Not Suicide post
whoever replied i cant see it but just kno i said what i said and go see aquaman directed by james wan on dec 21,Potential Suicide post
yo i live in jacksonville lets do lunch,Not Suicide post
aye,Not Suicide post
my grandpas wrist is bleeding really bad he cut it on accident,Potential Suicide post
yeah lots of potential i think they ve been working on their own iphone app for months now how are you mate been a while,Not Suicide post
rt congratulations on your championship win and the heel turn but you re going to need more than luck for,Not Suicide post
celebrate my bday on klg s anniversary bday shout out cannot wait to watch,Not Suicide post
my is school comtuper chat makeing,Not Suicide post
its crazy cause i shut myself out on two ppl i been down w soo long and ik i love them to death and i would prob,Potential Suicide post
damn i forgot that spyro has a midnight release and i literally drove past gamestop i hate myself,Potential Suicide post
new hip album today mine arrives in vinyl next week,Not Suicide post
i am sitting in burger king with my whopper on the table in front of me,Not Suicide post
good afternoon from my part of world abu dhabi 4 00 gmt,Not Suicide post
i deadass hate my damn psn name i wish i named myself powerpuff234 there is at least one person in every 2 3 ga,Potential Suicide post
you did not get the memo because when i told you you were most likely intoxicated not my problem but you re welcome,Not Suicide post
fingers are firmly crossed for you any advice give me a shout,Not Suicide post
i do not want to go back to school rn i do not want to drive there i do not want to do this stupid project i just w,Potential Suicide post
northen ireland i am sorry if i really want my life to end i am sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall i am sorry i just do not want to be here anymore,Potential Suicide post
thats on gh3 send it later since you completley missed fridays lyrics,Not Suicide post
thinks she found a good group to help her refocus,Not Suicide post
had a good start today,Not Suicide post
just got out of the film had some giggles i 3 colbert,Not Suicide post
yah hope so btw if you want to we could do dinner this thursday,Not Suicide post
wine food nice people having fun today at 7pm at delidelux,Not Suicide post
i see you are a fast learner lol you went to no messages to a few pages full in just one night go head ms sonya,Not Suicide post
styling hunting today in brick lane and west end later on today and i need to get a canon 50mm f 1 8 lens at jacobs,Not Suicide post
thas good i think i might go have fun too,Not Suicide post
i tried to be good and not buy food but i dead ass want chipotle s chicken and rice rn,Potential Suicide post
watching my figured this am so no maple frosted today just the delicious dd coffee,Not Suicide post
i will have a stan chart card not because i want it but because its the only way for me to access money that i have earned,Not Suicide post
generic shit whats the fucking point of life if you are literally incapable of achieving happiness like fuck dude i am drunk and i feel even shittier than sober i give myself one week and if i still feel like complete fucking shit like i have been for the past few years thats it i m done,Potential Suicide post
congrats hopefully we will be seeing you in the fall,Not Suicide post
sigh i hate this i hardly get time to myself and have fun anymore with me have to go to sleep early and waking up,Potential Suicide post
i adore your music you are extremely talented,Not Suicide post
can this please be over with i am tired of everything from to my coffee maker have a popup,Potential Suicide post
paxton fans keep up the good work this young lady is really talented,Not Suicide post
damn my fbi agent must hate me i saw this as soon as i asked myself why are you always tired,Potential Suicide post
is kicking back with a beer and watching of all things a tacky chick flick eh we gotta do it now and then,Not Suicide post
the rapper lzaro leonado rodriguez betancul best known for viva cuba free or pupito this detainee in the area of,Not Suicide post
pardon was just a little ad i am currently testing twitter a bit did not want to confuse anyone,Not Suicide post
glad to hear it i am ok thanx,Not Suicide post
i hate myself so much,Potential Suicide post
glad you enjoyed your first day frend,Not Suicide post
he is tired,Not Suicide post
good morning with apologies to my mstate friends all i have to say is woohoo tar nation better luck next year boys,Not Suicide post
how did the interviewing go today did she get your seal of approval,Not Suicide post
yes but today daddy has them i am out for the day to work,Not Suicide post
hey remember me i watched your car so you wouldnt get a ticket after minskeys you re still fabulous,Not Suicide post
do you like spongebob and only like 17 days until mcfly edinburgh then the next day glasgow then the next day newcastle yaldy,Not Suicide post
might go out and see marble today,Not Suicide post
at this point i do not even mind the pain i just want out of life,Potential Suicide post
the videos commentandsuscribe and follow me cheers x,Not Suicide post
i want to wake up watch the sunrise and sun set then go to sleep everyday forever,Potential Suicide post
texas arizona rt i literally cant explain everything so much has happened i do not wanna be here anymore wtf is even the point i literally,Potential Suicide post
can u do something about demo holy fucking shit its been months without anything done do u not reali,Potential Suicide post
we have the location updated on the dakno blog always looking out for the rebc peeps,Not Suicide post
school is the worst i get so nervous and worked up about it that i throw up or pass out i will force myself to pass out by hyperventilating just to get a break from it all i do not know what to do and i am starting to get suicidal thoughts my mom only shames me for procrastinating too much or poor me shit please help,Potential Suicide post
well do you want me to come back home,Not Suicide post
florida usa waiting for the end please chester let me come with you up in heaven i do not want to fight this anymore nobody cares here so why bother,Potential Suicide post
oh i can understand why you would want to deceive people i just do not understand how you can involve your family in such a thing andndash especially tammy,Not Suicide post
busy times at elstree studios new arrivals include murderland secret diary of a call girl re uniting the rubins huge sainsburys,Not Suicide post
i wouldnt say the best books ever written but they are quite close though i was a bit disappointed about the 7th,Not Suicide post
i hope god takes me soon i legit am tired of living and really just wanna die i feel like crying for everything l,Potential Suicide post
i did not want to eat other s foodd dun make me sound so bad lah i just have another crave for food that is all,Not Suicide post
too funny,Not Suicide post
yeah i thought hollywood was teaching us to be green and now the top movie is about really really powerful cars going fast,Not Suicide post
rt i am pleased to announce that i will be releasing a limited amount of my why u mad merch this friday,Not Suicide post
thanks for the welcome mark,Not Suicide post
i really hate myself this much to wait in this long ass line damn,Potential Suicide post
did you go to the gerhard richter exhibition i love it there,Not Suicide post
horror scope doing boring desk work will take constant mental readjustment now and that is different from every other day how,Not Suicide post
rt congratulations to vivian stringer on your 1000th win tonight an amazing accomplishment for an amazing woman you sta,Not Suicide post
he is not tired,Not Suicide post
ah you refer to the tabloid not letters i see in that case i must add an additional rephrasing i do not,Not Suicide post
rt breaking off a serious relationship and saying i still want to be close friends is like saying the dog is dead but i,Potential Suicide post
i laughed so hard at that statement so hard i needed that thank you,Not Suicide post
my wife on his will it says he s left all his updog to you,Potential Suicide post
time to bust out the green wing,Not Suicide post
rt delighted to join the centenary celebrations of patna university sharing my speech during the programme today,Not Suicide post
you forgot dependency injection ioc containers on your tech todo list,Not Suicide post
you think i like the feeling of walking past a homeless person knowing i am gonna give them money i wish,Potential Suicide post
i am so tired of everything i just want to die,Potential Suicide post
yes go keep on bringing me down i swear i will deactivate my social medias and never come back because yeah you guys,Potential Suicide post
yeah i watched your blog tv today my wife was the one who told you i wanted you as a pet lmao have a good night,Not Suicide post
vacancy starring kate beckinsale and luke wilson gonna watch it fariah lynnnnnn rocks,Not Suicide post
damn i really only have 4 hours to start and finish this paper for tomorrow i hate myself,Potential Suicide post
yeah i saw i am tempted to get into it but think i will wait till the dvd set is out i like to be able to gorge myself on it,Not Suicide post
pretty much trying to follow the more interesting ones at the moment,Not Suicide post
microblog you have a good point,Not Suicide post
she was not tired,Not Suicide post
installing call of duty 4 what a big do not hell yeah,Not Suicide post
i cant live in this world ok its too much its too bad and too evil and i cant handle it anymore theres so much more evil in the world than good almost everyone is just apathetic about all the suffering in the world or people actively contribute to it people harass hate and kill each other for no reason people get killed by natural disasters and most people do not give a shit at all they just think whatever better them than me and move on with their lives,Potential Suicide post
hah if i do not have much time good point,Not Suicide post
nowt wrong with abit of cheese monsieur winsor,Not Suicide post
rt this is truly a horrifying article most of us do not have the underlying deep hereditary mental health disorder tha,Potential Suicide post
is proud that wilmington de has decreased the number of homicides compared to this time last year by 62 absolutely commendable,Not Suicide post
staffordshire uk oh peter your rid of him now so life will only get better do not let him get to you anymore the tears will go and you can be free once and for all here is you want to chat always xxx,Potential Suicide post
messi is not tired,Not Suicide post
i am a waste of space and i deserve to die,Potential Suicide post
rt what a dominating performance let the celebrations begin best wishes for the games ahead,Not Suicide post
damn i hate myself,Potential Suicide post
namjoon damn i hate myself,Potential Suicide post
i have got exactly 23 days of life left and i have never felt so calm or at peace id rather not wait till then but its the first day i will be completely alone and have the time i need this,Potential Suicide post
congratulations to our 5 lucky winners,Not Suicide post
bitch i am gonna kill myself what the fuck,Potential Suicide post
lady i am on the hill ready to fucking just die already,Potential Suicide post
i want to be married,Not Suicide post
rt i hate when i have to rate my group members because i will always rate them higher than i d rate myself knowing damn well,Potential Suicide post
final results from my cbs bracket challenge for the ncaa mens tourney 802 911th surely the generation y folks will send me a trophy,Not Suicide post
my g grandfather fought in ww1 earning the military medal at la boisselle then in 3,Potential Suicide post
lol curry cuppa tea glass of merlot a free doggie i am happy to negotiate,Not Suicide post
dang man i am so god damn insecure sigh i hate myself,Potential Suicide post
i want a xbox but i only want it for state of decay and i dead ass do not have time to play it now really would be a pointless purchase,Potential Suicide post
today s goal complete everything on my to do list or nap all day lol,Not Suicide post
my cousin recently retired 30 years in military committed suicide the day was elected,Potential Suicide post
the leader of the band is tiredandhis eyes are growing old,Potential Suicide post
hope you had a fun time mate,Not Suicide post
oh not alot uni working same as just about everyone handed in the first assignment in over a year on friday was crazy,Not Suicide post
dunno what u just said but i like it,Not Suicide post
is getting ready to take munchlet to the vet then doing absolutely nothing but relaxing next two days off,Not Suicide post
i love it so exciting to see new growth everywhere insects making most of first pollen bustling in hedges birdsong,Not Suicide post
i hate myself so much i want to kill myself how are y all,Potential Suicide post
just got in a car accident and i wish it had been worse and that i had gotten fatally injured when i was driving sometimes i imagine just crashing into something and dying i have had some close calls recently with other drivers and i often think afterward that i wish they had ended up hitting me i do not know why i feel like this i have been taking sertraline the generic version of zoloft which has stopped me from feeling horrible on a normal day to day basis but whenever something out of the ordinary happens like this car accident or i mess something up its like i had never taken the medsi feel like i both want to and do not want to die these last couple of years have been horrible for me but i still have dreams and want to do things before i started taking the sertraline i was actively planning my death but now its like i feel half wanting to keep going and half wanting to die before my life moves forward too much this car accident is going to cost me and my family a lot of money and its all my fault maybe they would have gotten some compensation if i had died if i wasnt around anymore they would be sad but i also wouldnt be able to disappoint them and cost them more than they can afford anymorei ama terrible daughter,Potential Suicide post
thanks bro baru dpt login wc td lps reset password balik,Not Suicide post
yea they just keep getting better,Not Suicide post
good morning jason hope you re enjoying tweeting my twitter friend,Not Suicide post
does anyone know where i can buy piano sheet music for the script because i am reluctant to order it online if i can buy it in dublin,Not Suicide post
of course i just do not trust any single source or filter of data,Not Suicide post
