Review,Suicide,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming,Skor,Sentimen,Label
"@ohvember, Portland, ATAU, setiap anak mengamuk hari ini aku tidak ingin berada di sini aku tidak ingin mendengar tangisan lagi aku hanya ingin pulang dan memelihara anjingku",Potential Suicide post ,Portland ATAU setiap anak mengamuk hari ini aku tidak ingin berada di sini aku tidak ingin mendengar tangisan lagi aku hanya ingin pulang dan memelihara anjingku,portland atau setiap anak mengamuk hari ini aku tidak ingin berada di sini aku tidak ingin mendengar tangisan lagi aku hanya ingin pulang dan memelihara anjingku,portland atau setiap anak mengamuk hari ini aku tidak ingin berada di sini aku tidak ingin mendengar tangisan lagi aku hanya ingin pulang dan memelihara anjingku,"['portland', 'atau', 'setiap', 'anak', 'mengamuk', 'hari', 'ini', 'aku', 'tidak', 'ingin', 'berada', 'di', 'sini', 'aku', 'tidak', 'ingin', 'mendengar', 'tangisan', 'lagi', 'aku', 'hanya', 'ingin', 'pulang', 'dan', 'memelihara', 'anjingku']","['portland', 'anak', 'mengamuk', 'mendengar', 'tangisan', 'pulang', 'memelihara', 'anjingku']",portland anak mengamuk mendengar tangisan pulang memelihara anjingku,portland anak amuk dengar tangis pulang pelihara anjing,-12.0,negatif,0
"@horrorshock666 Oh, permainan kata-kata itu.Permainan kata-kata yang buruk dan buruk.Saya rasa saya akan menyukai suara jernih yang baru meskipun x",Not Suicide post,Oh permainan kata kata itu Permainan kata kata yang buruk dan buruk Saya rasa saya akan menyukai suara jernih yang baru meskipun x,oh permainan kata kata itu permainan kata kata yang buruk dan buruk saya rasa saya akan menyukai suara jernih yang baru meskipun x,oh permainan kata kata itu permainan kata kata yang buruk dan buruk saya rasa saya akan menyukai suara jernih yang baru meskipun kali,"['oh', 'permainan', 'kata', 'kata', 'itu', 'permainan', 'kata', 'kata', 'yang', 'buruk', 'dan', 'buruk', 'saya', 'rasa', 'saya', 'akan', 'menyukai', 'suara', 'jernih', 'yang', 'baru', 'meskipun', 'kali']","['oh', 'permainan', 'permainan', 'buruk', 'buruk', 'menyukai', 'suara', 'jernih', 'kali']",oh permainan permainan buruk buruk menyukai suara jernih kali,oh main main buruk buruk suka suara jernih kali,-12.0,negatif,0
@NPR Hal-hal ini benar-benar terjadi sehari-hari di keluarga saya sejak orang tua saya datang ke negara ini.Itu… https://t.co/TYCbrfobGC,Potential Suicide post ,Hal hal ini benar benar terjadi sehari hari di keluarga saya sejak orang tua saya datang ke negara ini Itu…,hal hal ini benar benar terjadi sehari hari di keluarga saya sejak orang tua saya datang ke negara ini itu…,hal hal ini benar benar terjadi sehari hari di keluarga saya sejak orang tua saya datang ke negara ini itu…,"['hal', 'hal', 'ini', 'benar', 'benar', 'terjadi', 'sehari', 'hari', 'di', 'keluarga', 'saya', 'sejak', 'orang', 'tua', 'saya', 'datang', 'ke', 'negara', 'ini', 'itu…']","['sehari', 'keluarga', 'orang', 'tua', 'negara', 'itu…']",sehari keluarga orang tua negara itu…,hari keluarga orang tua negara itu,-9.0,negatif,0
Pengingat: Tanggal rilis SR ditetapkan untuk Minggu Paskah,Not Suicide post,Pengingat Tanggal rilis SR ditetapkan untuk Minggu Paskah,pengingat tanggal rilis sr ditetapkan untuk minggu paskah,pengingat tanggal rilis sr ditetapkan untuk minggu paskah,"['pengingat', 'tanggal', 'rilis', 'sr', 'ditetapkan', 'untuk', 'minggu', 'paskah']","['pengingat', 'tanggal', 'rilis', 'sr', 'ditetapkan', 'minggu', 'paskah']",pengingat tanggal rilis sr ditetapkan minggu paskah,ingat tanggal rilis sr tetap minggu paskah,-1.0,negatif,0
RT @AmNotJake: Aku capek sekali hidup Aku tidak pintar Aku tidak atletis Aku tidak menarik Aku tidak berbakat Aku hanya punya ini…,Potential Suicide post ,Aku capek sekali hidup Aku tidak pintar Aku tidak atletis Aku tidak menarik Aku tidak berbakat Aku hanya punya ini…,aku capek sekali hidup aku tidak pintar aku tidak atletis aku tidak menarik aku tidak berbakat aku hanya punya ini…,aku capek sekali hidup aku tidak pintar aku tidak atletis aku tidak menarik aku tidak berbakat aku hanya punya ini…,"['aku', 'capek', 'sekali', 'hidup', 'aku', 'tidak', 'pintar', 'aku', 'tidak', 'atletis', 'aku', 'tidak', 'menarik', 'aku', 'tidak', 'berbakat', 'aku', 'hanya', 'punya', 'ini…']","['capek', 'hidup', 'pintar', 'atletis', 'menarik', 'berbakat', 'ini…']",capek hidup pintar atletis menarik berbakat ini…,capek hidup pintar atlet tarik bakat ini,-7.0,negatif,0
"budak kerja aku benar-benar merasa satu-satunya tujuan hidupku adalah menjadi orang yang lebih baik, uang, orang tua yang memaksaku untuk kuliah dan aku mempunyai terlalu banyak beban di piringku, aku berhutang banyak uang, aku tahu ini adalah jalan keluar yang mudah, tetapi aku benar-benar lelah, semua masalah ini selain mengatasi ketegangan di Amerika, aku juga ingin beristirahat",Potential Suicide post ,budak kerja aku benar benar merasa satu satunya tujuan hidupku adalah menjadi orang yang lebih baik uang orang tua yang memaksaku untuk kuliah dan aku mempunyai terlalu banyak beban di piringku aku berhutang banyak uang aku tahu ini adalah jalan keluar yang mudah tetapi aku benar benar lelah semua masalah ini selain mengatasi ketegangan di Amerika aku juga ingin beristirahat,budak kerja aku benar benar merasa satu satunya tujuan hidupku adalah menjadi orang yang lebih baik uang orang tua yang memaksaku untuk kuliah dan aku mempunyai terlalu banyak beban di piringku aku berhutang banyak uang aku tahu ini adalah jalan keluar yang mudah tetapi aku benar benar lelah semua masalah ini selain mengatasi ketegangan di amerika aku juga ingin beristirahat,budak kerja aku benar benar merasa satu satunya tujuan hidupku adalah menjadi orang yang lebih baik uang orang tua yang memaksaku untuk kuliah dan aku mempunyai terlalu banyak beban di piringku aku berhutang banyak uang aku tahu ini adalah jalan keluar yang mudah tetapi aku benar benar lelah semua masalah ini selain mengatasi ketegangan di amerika aku juga ingin beristirahat,"['budak', 'kerja', 'aku', 'benar', 'benar', 'merasa', 'satu', 'satunya', 'tujuan', 'hidupku', 'adalah', 'menjadi', 'orang', 'yang', 'lebih', 'baik', 'uang', 'orang', 'tua', 'yang', 'memaksaku', 'untuk', 'kuliah', 'dan', 'aku', 'mempunyai', 'terlalu', 'banyak', 'beban', 'di', 'piringku', 'aku', 'berhutang', 'banyak', 'uang', 'aku', 'tahu', 'ini', 'adalah', 'jalan', 'keluar', 'yang', 'mudah', 'tetapi', 'aku', 'benar', 'benar', 'lelah', 'semua', 'masalah', 'ini', 'selain', 'mengatasi', 'ketegangan', 'di', 'amerika', 'aku', 'juga', 'ingin', 'beristirahat']","['budak', 'kerja', 'satunya', 'tujuan', 'hidupku', 'orang', 'uang', 'orang', 'tua', 'memaksaku', 'kuliah', 'beban', 'piringku', 'berhutang', 'uang', 'jalan', 'mudah', 'lelah', 'mengatasi', 'ketegangan', 'amerika', 'beristirahat']",budak kerja satunya tujuan hidupku orang uang orang tua memaksaku kuliah beban piringku berhutang uang jalan mudah lelah mengatasi ketegangan amerika beristirahat,budak kerja satu tuju hidup orang uang orang tua paksa kuliah beban piring hutang uang jalan mudah lelah atas tegang amerika istirahat,-29.0,negatif,0
@vamp_queen tentu saja!,Not Suicide post,tentu saja,tentu saja,tentu saja,"['tentu', 'saja']",[],,,0.0,negatif,0
"#FreeKaavan Setahun lagi telah berlalu dan saya masih sendirian, sedih dan menderita.Akankah saya hidup bermartabat?Atau akan… https://t.co/0oWffNaMQb",Potential Suicide post ,Setahun lagi telah berlalu dan saya masih sendirian sedih dan menderita Akankah saya hidup bermartabat Atau akan…,setahun lagi telah berlalu dan saya masih sendirian sedih dan menderita akankah saya hidup bermartabat atau akan…,setahun lagi telah berlalu dan saya masih sendirian sedih dan menderita akankah saya hidup bermartabat atau akan…,"['setahun', 'lagi', 'telah', 'berlalu', 'dan', 'saya', 'masih', 'sendirian', 'sedih', 'dan', 'menderita', 'akankah', 'saya', 'hidup', 'bermartabat', 'atau', 'akan…']","['setahun', 'sedih', 'menderita', 'hidup', 'bermartabat', 'akan…']",setahun sedih menderita hidup bermartabat akan…,tahun sedih derita hidup martabat akan,-9.0,negatif,0
@crystalweb dan @sallyormond (Briar Copywriting)- kombinasi yang luar biasa,Not Suicide post,dan Briar Copywriting kombinasi yang luar biasa,dan briar copywriting kombinasi yang luar biasa,dan briar copywriting kombinasi yang luar biasa,"['dan', 'briar', 'copywriting', 'kombinasi', 'yang', 'luar', 'biasa']","['briar', 'copywriting', 'kombinasi']",briar copywriting kombinasi,briar copywriting kombinasi,0.0,negatif,0
"apa sekarang jadi aku 17 tahun semua orang tahu aku ingin bunuh diri tapi tidak ada yang benar-benar mengakuinya seolah-olah meskipun aku melakukannya itu tidak bisa dihindari dan tidak ada yang akan peduli itu benar dan aku sangat sakit sudah seperti 3 tahun pikiran untuk bunuh diri tapi seiring berjalannya waktu, pikiran-pikiran itu menjadi sangat dekat untuk menjadi kenyataan dan aku sangat takut aku hanya ingin mati kamu tahu mungkin aku akan melakukannya",Potential Suicide post ,apa sekarang jadi aku tahun semua orang tahu aku ingin bunuh diri tapi tidak ada yang benar benar mengakuinya seolah olah meskipun aku melakukannya itu tidak bisa dihindari dan tidak ada yang akan peduli itu benar dan aku sangat sakit sudah seperti tahun pikiran untuk bunuh diri tapi seiring berjalannya waktu pikiran pikiran itu menjadi sangat dekat untuk menjadi kenyataan dan aku sangat takut aku hanya ingin mati kamu tahu mungkin aku akan melakukannya,apa sekarang jadi aku tahun semua orang tahu aku ingin bunuh diri tapi tidak ada yang benar benar mengakuinya seolah olah meskipun aku melakukannya itu tidak bisa dihindari dan tidak ada yang akan peduli itu benar dan aku sangat sakit sudah seperti tahun pikiran untuk bunuh diri tapi seiring berjalannya waktu pikiran pikiran itu menjadi sangat dekat untuk menjadi kenyataan dan aku sangat takut aku hanya ingin mati kamu tahu mungkin aku akan melakukannya,apa sekarang jadi aku tahun semua orang tahu aku ingin bunuh diri tapi tidak ada yang benar benar mengakuinya seolah olah meskipun aku melakukannya itu tidak bisa dihindari dan tidak ada yang akan peduli itu benar dan aku sangat sakit sudah seperti tahun pikiran untuk bunuh diri tapi seiring berjalannya waktu pikiran pikiran itu menjadi sangat dekat untuk menjadi kenyataan dan aku sangat takut aku hanya ingin mati kamu tahu mungkin aku akan melakukannya,"['apa', 'sekarang', 'jadi', 'aku', 'tahun', 'semua', 'orang', 'tahu', 'aku', 'ingin', 'bunuh', 'diri', 'tapi', 'tidak', 'ada', 'yang', 'benar', 'benar', 'mengakuinya', 'seolah', 'olah', 'meskipun', 'aku', 'melakukannya', 'itu', 'tidak', 'bisa', 'dihindari', 'dan', 'tidak', 'ada', 'yang', 'akan', 'peduli', 'itu', 'benar', 'dan', 'aku', 'sangat', 'sakit', 'sudah', 'seperti', 'tahun', 'pikiran', 'untuk', 'bunuh', 'diri', 'tapi', 'seiring', 'berjalannya', 'waktu', 'pikiran', 'pikiran', 'itu', 'menjadi', 'sangat', 'dekat', 'untuk', 'menjadi', 'kenyataan', 'dan', 'aku', 'sangat', 'takut', 'aku', 'hanya', 'ingin', 'mati', 'kamu', 'tahu', 'mungkin', 'aku', 'akan', 'melakukannya']","['orang', 'bunuh', 'mengakuinya', 'olah', 'melakukannya', 'dihindari', 'peduli', 'sakit', 'pikiran', 'bunuh', 'seiring', 'berjalannya', 'pikiran', 'pikiran', 'kenyataan', 'takut', 'mati', 'melakukannya']",orang bunuh mengakuinya olah melakukannya dihindari peduli sakit pikiran bunuh seiring berjalannya pikiran pikiran kenyataan takut mati melakukannya,orang bunuh aku olah laku hindar peduli sakit pikir bunuh iring jalan pikir pikir nyata takut mati laku,-34.0,negatif,0
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hai start kiya,Not Suicide post,arreeyy mad o wat i m wit u coz maine bhi intro hai start kiya,arreeyy mad o wat i m wit u coz maine bhi intro hai start kiya,arreeyy mad o wat i sama wit lu coz maine bhi intro hai start kita,"['arreeyy', 'mad', 'o', 'wat', 'i', 'sama', 'wit', 'lu', 'coz', 'maine', 'bhi', 'intro', 'hai', 'start', 'kita']","['arreeyy', 'mad', 'wat', 'wit', 'lu', 'coz', 'maine', 'bhi', 'intro', 'hai', 'start']",arreeyy mad wat wit lu coz maine bhi intro hai start,arreeyy mad wat wit lu coz maine bhi intro hai start,3.0,positif,1
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for 30 years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,Potential Suicide post ,my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,my life has no purpose i sama broke lonely and miserable i sama sok my life is a sack of shit my family legitimately hate me i sama poor i have some friends but dont hear from them unless i get ini touch first i have been single for almost a decade generally i sama ok with being single but depression grinds my world tapi a halt doctors dont help me nobody around me seems tapi understand this has gone on for years i sama tired cant di itu any more i just want tapi lay down and die quietly all i want ini life is tapi disappear,"['my', 'life', 'has', 'no', 'purpose', 'i', 'sama', 'broke', 'lonely', 'and', 'miserable', 'i', 'sama', 'sok', 'my', 'life', 'is', 'a', 'sack', 'of', 'shit', 'my', 'family', 'legitimately', 'hate', 'me', 'i', 'sama', 'poor', 'i', 'have', 'some', 'friends', 'but', 'dont', 'hear', 'from', 'them', 'unless', 'i', 'get', 'ini', 'touch', 'first', 'i', 'have', 'been', 'single', 'for', 'almost', 'a', 'decade', 'generally', 'i', 'sama', 'ok', 'with', 'being', 'single', 'but', 'depression', 'grinds', 'my', 'world', 'tapi', 'a', 'halt', 'doctors', 'dont', 'help', 'me', 'nobody', 'around', 'me', 'seems', 'tapi', 'understand', 'this', 'has', 'gone', 'on', 'for', 'years', 'i', 'sama', 'tired', 'cant', 'di', 'itu', 'any', 'more', 'i', 'just', 'want', 'tapi', 'lay', 'down', 'and', 'die', 'quietly', 'all', 'i', 'want', 'ini', 'life', 'is', 'tapi', 'disappear']","['life', 'purpose', 'broke', 'lonely', 'miserable', 'sok', 'life', 'sack', 'shit', 'family', 'legitimately', 'hate', 'poor', 'friends', 'dont', 'hear', 'unless', 'get', 'touch', 'first', 'single', 'almost', 'decade', 'generally', 'ok', 'single', 'depression', 'grinds', 'world', 'halt', 'doctors', 'dont', 'help', 'nobody', 'around', 'seems', 'understand', 'gone', 'years', 'tired', 'cant', 'want', 'lay', 'die', 'quietly', 'want', 'life', 'disappear']",life purpose broke lonely miserable sok life sack shit family legitimately hate poor friends dont hear unless get touch first single almost decade generally ok single depression grinds world halt doctors dont help nobody around seems understand gone years tired cant want lay die quietly want life disappear,life purpose broke lonely miserable sok life sack shit family legitimately hate poor friends dont hear unless get touch first single almost decade generally ok single depression grinds world halt doctors dont help nobody around seems understand gone years tired cant want lay die quietly want life disappear,-6.0,negatif,0
pertandingan phillies dengan becca malam ini,Not Suicide post,pertandingan phillies dengan becca malam ini,pertandingan phillies dengan becca malam ini,pertandingan phillies dengan becca malam ini,"['pertandingan', 'phillies', 'dengan', 'becca', 'malam', 'ini']","['pertandingan', 'phillies', 'becca', 'malam']",pertandingan phillies becca malam,tanding phillies becca malam,1.0,positif,1
"@rq_woodward Lol, aku menyukainya!!!",Not Suicide post,Lol aku menyukainya,lol aku menyukainya,lol aku menyukainya,"['lol', 'aku', 'menyukainya']","['lol', 'menyukainya']",lol menyukainya,lol suka,-1.0,negatif,0
RT @delaneykazee: aku capek sekali hidup di negara yang selalu memihak.jalang bisakah kita semua saling mencintai dan menghormati...,Potential Suicide post ,aku capek sekali hidup di negara yang selalu memihak jalang bisakah kita semua saling mencintai dan menghormati,aku capek sekali hidup di negara yang selalu memihak jalang bisakah kita semua saling mencintai dan menghormati,aku capek sekali hidup di negara yang selalu memihak jalang bisakah kita semua saling mencintai dan menghormati,"['aku', 'capek', 'sekali', 'hidup', 'di', 'negara', 'yang', 'selalu', 'memihak', 'jalang', 'bisakah', 'kita', 'semua', 'saling', 'mencintai', 'dan', 'menghormati']","['capek', 'hidup', 'negara', 'jalang', 'mencintai', 'menghormati']",capek hidup negara jalang mencintai menghormati,capek hidup negara jalang cinta hormat,-13.0,negatif,0
@Valvert: semoga harimu menyenangkan,Not Suicide post,semoga harimu menyenangkan,semoga harimu menyenangkan,semoga harimu menyenangkan,"['semoga', 'harimu', 'menyenangkan']","['semoga', 'harimu', 'menyenangkan']",semoga harimu menyenangkan,moga hari senang,-3.0,negatif,0
@Mileycyrus aku juga mencintai Yesus dan aku bersiap-siap ke sekolah (&lt;3),Not Suicide post,aku juga mencintai Yesus dan aku bersiap siap ke sekolah lt,aku juga mencintai yesus dan aku bersiap siap ke sekolah lt,aku juga mencintai yesus dan aku bersiap siap ke sekolah lantai,"['aku', 'juga', 'mencintai', 'yesus', 'dan', 'aku', 'bersiap', 'siap', 'ke', 'sekolah', 'lantai']","['mencintai', 'yesus', 'sekolah', 'lantai']",mencintai yesus sekolah lantai,cinta yesus sekolah lantai,2.0,positif,1
"Update di ponselku sangat cepat, ponselku selalu ada di mobilku.Aku benar-benar membenci diriku sendiri.https://t.co/msTC1tVqOA",Potential Suicide post ,Update di ponselku sangat cepat ponselku selalu ada di mobilku Aku benar benar membenci diriku sendiri,update di ponselku sangat cepat ponselku selalu ada di mobilku aku benar benar membenci diriku sendiri,update di ponselku sangat cepat ponselku selalu ada di mobilku aku benar benar membenci diriku sendiri,"['update', 'di', 'ponselku', 'sangat', 'cepat', 'ponselku', 'selalu', 'ada', 'di', 'mobilku', 'aku', 'benar', 'benar', 'membenci', 'diriku', 'sendiri']","['update', 'ponselku', 'cepat', 'ponselku', 'mobilku', 'membenci', 'diriku']",update ponselku cepat ponselku mobilku membenci diriku,update ponselku cepat ponselku mobil benci diri,-8.0,negatif,0
RT @joonswrlds: Jimin sangat senang.Saya mencintainya.#Jimin @BTS_twt https://t.co/e1IIA610tB,Not Suicide post,Jimin sangat senang Saya mencintainya,jimin sangat senang saya mencintainya,jimin sangat senang saya mencintainya,"['jimin', 'sangat', 'senang', 'saya', 'mencintainya']","['jimin', 'senang', 'mencintainya']",jimin senang mencintainya,jimin senang cinta,-5.0,negatif,0
"Anda meluangkan waktu untuk memikirkan kencan, tetapi saya ingin mengajak Anda keluar besok untuk melihat cincin pertunangan.",Not Suicide post,Anda meluangkan waktu untuk memikirkan kencan tetapi saya ingin mengajak Anda keluar besok untuk melihat cincin pertunangan,anda meluangkan waktu untuk memikirkan kencan tetapi saya ingin mengajak anda keluar besok untuk melihat cincin pertunangan,anda meluangkan waktu untuk memikirkan kencan tetapi saya ingin mengajak anda keluar besok untuk melihat cincin pertunangan,"['anda', 'meluangkan', 'waktu', 'untuk', 'memikirkan', 'kencan', 'tetapi', 'saya', 'ingin', 'mengajak', 'anda', 'keluar', 'besok', 'untuk', 'melihat', 'cincin', 'pertunangan']","['meluangkan', 'memikirkan', 'kencan', 'mengajak', 'besok', 'cincin', 'pertunangan']",meluangkan memikirkan kencan mengajak besok cincin pertunangan,luang pikir kencan ajak besok cincin tunang,-5.0,negatif,0
sedikit lebih bahagia.Dia menemukan kacamata hitam Chanelnya.,Not Suicide post,sedikit lebih bahagia Dia menemukan kacamata hitam Chanelnya,sedikit lebih bahagia dia menemukan kacamata hitam chanelnya,sedikit lebih bahagia dia menemukan kacamata hitam chanelnya,"['sedikit', 'lebih', 'bahagia', 'dia', 'menemukan', 'kacamata', 'hitam', 'chanelnya']","['bahagia', 'menemukan', 'kacamata', 'hitam', 'chanelnya']",bahagia menemukan kacamata hitam chanelnya,bahagia temu kacamata hitam chanelnya,-3.0,negatif,0
Adam Sandler sebelum dia menjadi bodoh meramalkan kondisi mentalku di masa depan...,Potential Suicide post ,Adam Sandler sebelum dia menjadi bodoh meramalkan kondisi mentalku di masa depan,adam sandler sebelum dia menjadi bodoh meramalkan kondisi mentalku di masa depan,adam sandler sebelum dia menjadi bodoh meramalkan kondisi mentalku di masa depan,"['adam', 'sandler', 'sebelum', 'dia', 'menjadi', 'bodoh', 'meramalkan', 'kondisi', 'mentalku', 'di', 'masa', 'depan']","['adam', 'sandler', 'bodoh', 'meramalkan', 'kondisi', 'mentalku']",adam sandler bodoh meramalkan kondisi mentalku,adam sandler bodoh ramal kondisi mental,-2.0,negatif,0
RT @skupor: Kisah bunuh diri yang sangat menyedihkan dan pedih https://t.co/u73vm5KVxK,Potential Suicide post ,Kisah bunuh diri yang sangat menyedihkan dan pedih,kisah bunuh diri yang sangat menyedihkan dan pedih,kisah bunuh diri yang sangat menyedihkan dan pedih,"['kisah', 'bunuh', 'diri', 'yang', 'sangat', 'menyedihkan', 'dan', 'pedih']","['kisah', 'bunuh', 'menyedihkan', 'pedih']",kisah bunuh menyedihkan pedih,kisah bunuh sedih pedih,-14.0,negatif,0
"AKU DAPAT KOTAK SAYA!!!!!!!!!!!!aku akan mengambilnya besok, pricilla!@gilmoregirlc",Not Suicide post,AKU DAPAT KOTAK SAYA aku akan mengambilnya besok pricilla,aku dapat kotak saya aku akan mengambilnya besok pricilla,aku dapat kotak saya aku akan mengambilnya besok pricilla,"['aku', 'dapat', 'kotak', 'saya', 'aku', 'akan', 'mengambilnya', 'besok', 'pricilla']","['kotak', 'mengambilnya', 'besok', 'pricilla']",kotak mengambilnya besok pricilla,kotak ambil besok pricilla,-8.0,negatif,0
"RT @Maddierawrk: Adikku meninggal karena depresi.Ia juga sering berolahraga, mempunyai teman/keluarga yang suportif, sukses di sekolah &amp;sayaâ¦",Not Suicide post,Adikku meninggal karena depresi Ia juga sering berolahraga mempunyai teman keluarga yang suportif sukses di sekolah amp sayaâ¦,adikku meninggal karena depresi ia juga sering berolahraga mempunyai teman keluarga yang suportif sukses di sekolah amp sayaâ¦,adikku meninggal karena depresi ia juga sering berolahraga mempunyai teman keluarga yang suportif sukses di sekolah amp sayaâ¦,"['adikku', 'meninggal', 'karena', 'depresi', 'ia', 'juga', 'sering', 'berolahraga', 'mempunyai', 'teman', 'keluarga', 'yang', 'suportif', 'sukses', 'di', 'sekolah', 'amp', 'sayaâ¦']","['adikku', 'meninggal', 'depresi', 'berolahraga', 'teman', 'keluarga', 'suportif', 'sukses', 'sekolah', 'amp', 'sayaâ¦']",adikku meninggal depresi berolahraga teman keluarga suportif sukses sekolah amp sayaâ¦,adik tinggal depresi olahraga teman keluarga suportif sukses sekolah amp saya,-7.0,negatif,0
"RT @mkoirala: Maju terus, apapun yang terjadi #Motivasi #Sukses #Hidup",Not Suicide post,Maju terus apapun yang terjadi,maju terus apapun yang terjadi,maju terus apapun yang terjadi,"['maju', 'terus', 'apapun', 'yang', 'terjadi']","['maju', 'apapun']",maju apapun,maju apa,-3.0,negatif,0
Hidupku terlalu baik untuk membuatku merasa sangat marah dan sengsara sepanjang waktu,Potential Suicide post ,Hidupku terlalu baik untuk membuatku merasa sangat marah dan sengsara sepanjang waktu,hidupku terlalu baik untuk membuatku merasa sangat marah dan sengsara sepanjang waktu,hidupku terlalu baik untuk membuatku merasa sangat marah dan sengsara sepanjang waktu,"['hidupku', 'terlalu', 'baik', 'untuk', 'membuatku', 'merasa', 'sangat', 'marah', 'dan', 'sengsara', 'sepanjang', 'waktu']","['hidupku', 'membuatku', 'marah', 'sengsara']",hidupku membuatku marah sengsara,hidup buat marah sengsara,-13.0,negatif,0
aku tidak ingin berada di sini lagi,Potential Suicide post ,aku tidak ingin berada di sini lagi,aku tidak ingin berada di sini lagi,aku tidak ingin berada di sini lagi,"['aku', 'tidak', 'ingin', 'berada', 'di', 'sini', 'lagi']",[],,,0.0,negatif,0
@ AngelaMaria1858 5 tapi bahasa Italia saya dasar untuk saat ini,Not Suicide post,AngelaMaria tapi bahasa Italia saya dasar untuk saat ini,angelamaria tapi bahasa italia saya dasar untuk saat ini,angelamaria tapi bahasa italia saya dasar untuk saat ini,"['angelamaria', 'tapi', 'bahasa', 'italia', 'saya', 'dasar', 'untuk', 'saat', 'ini']","['angelamaria', 'bahasa', 'italia', 'dasar']",angelamaria bahasa italia dasar,angelamaria bahasa italia dasar,-4.0,negatif,0
Potong rambut!Merasa segar dan bersih,Not Suicide post,Potong rambut Merasa segar dan bersih,potong rambut merasa segar dan bersih,potong rambut merasa segar dan bersih,"['potong', 'rambut', 'merasa', 'segar', 'dan', 'bersih']","['potong', 'rambut', 'segar', 'bersih']",potong rambut segar bersih,potong rambut segar bersih,2.0,positif,1
Data.gov menjadi hidup!(bahkan dalam bentuk gambar jpeg - semua hal hebat dimulai seperti itu) http://data.gov/,Not Suicide post,Data gov menjadi hidup bahkan dalam bentuk gambar jpeg semua hal hebat dimulai seperti itu,data gov menjadi hidup bahkan dalam bentuk gambar jpeg semua hal hebat dimulai seperti itu,data gov menjadi hidup bahkan dalam bentuk gambar jpeg semua hal hebat dimulai seperti itu,"['data', 'gov', 'menjadi', 'hidup', 'bahkan', 'dalam', 'bentuk', 'gambar', 'jpeg', 'semua', 'hal', 'hebat', 'dimulai', 'seperti', 'itu']","['data', 'gov', 'hidup', 'bentuk', 'gambar', 'jpeg', 'hebat']",data gov hidup bentuk gambar jpeg hebat,data gov hidup bentuk gambar jpeg hebat,-6.0,negatif,0
berhenti mengikuti saya sekarang semuanya akan dibicarakan selama sisa hidup saya yang menyedihkan https://t.co/ORVRYQQKby,Potential Suicide post ,berhenti mengikuti saya sekarang semuanya akan dibicarakan selama sisa hidup saya yang menyedihkan,berhenti mengikuti saya sekarang semuanya akan dibicarakan selama sisa hidup saya yang menyedihkan,berhenti mengikuti saya sekarang semuanya akan dibicarakan selama sisa hidup saya yang menyedihkan,"['berhenti', 'mengikuti', 'saya', 'sekarang', 'semuanya', 'akan', 'dibicarakan', 'selama', 'sisa', 'hidup', 'saya', 'yang', 'menyedihkan']","['berhenti', 'mengikuti', 'dibicarakan', 'sisa', 'hidup', 'menyedihkan']",berhenti mengikuti dibicarakan sisa hidup menyedihkan,henti ikut bicara sisa hidup sedih,-20.0,negatif,0
"@nicolaisbombay kupikir itu berarti kamu adalah takdirku juga!penyebab lagu tersebut!hahaha, dan ya, mereka datang.",Not Suicide post,kupikir itu berarti kamu adalah takdirku juga penyebab lagu tersebut hahaha dan ya mereka datang,kupikir itu berarti kamu adalah takdirku juga penyebab lagu tersebut hahaha dan ya mereka datang,kupikir itu berarti kamu adalah takdirku juga penyebab lagu tersebut hahaha dan ya mereka datang,"['kupikir', 'itu', 'berarti', 'kamu', 'adalah', 'takdirku', 'juga', 'penyebab', 'lagu', 'tersebut', 'hahaha', 'dan', 'ya', 'mereka', 'datang']","['kupikir', 'takdirku', 'penyebab', 'lagu', 'hahaha']",kupikir takdirku penyebab lagu hahaha,pikir takdir sebab lagu hahaha,-2.0,negatif,0
Bosan hidup dengan orang yang kekanak-kanakan,Potential Suicide post ,Bosan hidup dengan orang yang kekanak kanakan,bosan hidup dengan orang yang kekanak kanakan,bosan hidup dengan orang yang kekanak kanakan,"['bosan', 'hidup', 'dengan', 'orang', 'yang', 'kekanak', 'kanakan']","['bosan', 'hidup', 'orang', 'kekanak', 'kanakan']",bosan hidup orang kekanak kanakan,bosan hidup orang kekanak kana,-4.0,negatif,0
